c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,uq,dataset
0.024200405417130057,0.027557322353943352,0.026973647886546305,0.023350133693003004,0.034873760677693384,0.014145429592295497,0.014309489442590884,0.016906052073227484,0.014151739586537627,0.021693760204443812,0.030985226725980614,0.014817443979082369,0.03213995567229045,0.030975761734617416,0.008281867442795958,0.04042813310932854,0.025356711862000426,0.018136500950442884,0.017647476396677787,0.02567221157410694,0.02999298013140563,0.020384436399201785,0.048818847952801246,0.03269996766127951,0.02428401284083828,0.013728969972314901,0.015541515818366816,0.025831538928720726,0.017997681077116016,0.037367785901895365,0.017115859381778314,0.019262834922663133,0.024366042765985977,0.03724789601129489,0.029645930448088467,0.027962739484000222,0.02611548866961659,0.02169218270588328,0.04134623727155849,0.02599402128045558,0.16402356782849437,/home/beams/WZHENG/EventDetection/same_exp_patches/park_ss_ff_000315_372.edf.h5
0.022999350063945323,0.027506971088328405,0.02704572614629851,0.026773172316917206,0.036438350420361865,0.014927563578422122,0.015074323332704363,0.0171499255718389,0.015430739878818375,0.021217267333375266,0.029226156781348933,0.01545170555800155,0.032790322242489046,0.028094010105457368,0.008637859823468982,0.03830429586766463,0.025599094282659288,0.019602910036270627,0.017359582363670672,0.02574585403694153,0.03002285259030966,0.02058829695787995,0.04864037570497096,0.0345724049730591,0.024592741681866783,0.013585760110698786,0.015891984820848273,0.02551523156592658,0.017317651005304316,0.03409019435184603,0.01729668532612114,0.02014801769503323,0.025850682432857413,0.037717256850535674,0.02939388221481435,0.025536197245109755,0.025347506132461162,0.0225590708010986,0.0401702413149674,0.02578778539530788,0.16483216973813866,park_ss_ff_0MPa_000315.edf.h5
0.022926660616275553,0.028350404079692294,0.025995073252949565,0.02359652534681706,0.03414149271792212,0.013094775055101777,0.014023942261981935,0.01707074635896106,0.01415359350015126,0.021586931155192533,0.02848005531786162,0.01624962185055534,0.030748951985824797,0.03172133627209473,0.009162020830632266,0.041898958468386704,0.02597346471325468,0.01817278188340032,0.019058732010890703,0.026816197761355288,0.028588098016336057,0.020830632265871472,0.04682570551882104,0.032607286399585114,0.025281991443018282,0.014304853278015471,0.016184796231470677,0.023920653442240373,0.01843208435973897,0.03759885906910411,0.017805436708587235,0.018324041661264532,0.02402869614071481,0.036302346687410864,0.029430831064436665,0.029841393318639525,0.025843813475085353,0.022386447123903367,0.04116426811876053,0.027075500237693936,0.16482994079260124,park_ss_ff_0MPa_000316.edf.h5
0.022664015904572565,0.027142408705660773,0.026974992152349064,0.022559380558752746,0.03555509050957414,0.014774510829758293,0.013518886679920477,0.018185623103484358,0.013225907711624987,0.02055038191901224,0.03183007219838862,0.014397823584806948,0.03231139478915978,0.030658156325206656,0.008642879564716962,0.041121690907188445,0.024066129538558124,0.01854138327927174,0.016448676362875378,0.026472742492413937,0.02875379303128597,0.021638589515538348,0.04857172752955949,0.029862927696976037,0.025405461965051796,0.012305116668410589,0.014774510829758293,0.025531024380035575,0.017997279481008686,0.038652296745840746,0.017453175682745632,0.01849952914094381,0.02431725436852569,0.03812912001674165,0.03044888563356702,0.029716438212828294,0.025949565763314846,0.021910641414669876,0.043842209898503716,0.02659830490739772,0.16184995291409437,park_ss_ff_0MPa_000317.edf.h5
0.02338580147767427,0.025077631438055466,0.02619124103223043,0.023814112860049256,0.03456472855766142,0.014348431309562051,0.014926651675768284,0.017068208587643217,0.014905236106649533,0.024113930827711745,0.02921083627797409,0.015590534318449513,0.03126673091337402,0.029981796766249062,0.008758967769568476,0.038826426812292536,0.025077631438055466,0.019766570296605633,0.020066388264268122,0.02439233322625549,0.029960381197130313,0.0207516864760681,0.04711425206124853,0.032830067459042725,0.02327872363208052,0.014990898383124531,0.016725559481743226,0.025762929649855444,0.017710675661205696,0.036856194453367595,0.018438805011243172,0.020516115215761858,0.02625548773958668,0.03781989506371132,0.027668915301424134,0.026683799121961668,0.025120462576292964,0.023128814648249278,0.041203554984473714,0.025848591926330444,0.1707463325837884,park_ss_ff_0MPa_000318.edf.h5
0.023767698787275922,0.025333869499883595,0.026561408707062584,0.02654024423797329,0.037249465597155494,0.014899786238862197,0.015365404558826642,0.017270206776863,0.015958009693326843,0.021735909754703804,0.03236047323752884,0.015471226904273107,0.03172553916485005,0.027111684903384198,0.00855044551207433,0.038625156087959536,0.025989968041651674,0.018794048551292093,0.01659294376600563,0.024825922241740565,0.028487375394188236,0.02133378484200724,0.05049842324705285,0.034074795233761564,0.024593113081758343,0.014963279646130076,0.016042667569684015,0.025693665474401575,0.017905140849541788,0.03585261063726217,0.01644479248238058,0.021100975682025017,0.025185718216258545,0.03629706448813731,0.02836038857965248,0.025989968041651674,0.025101060339901372,0.022794133209168448,0.03995851764058499,0.024593113081758343,0.16658553620182437,park_ss_ff_50MPa_000378.edf.h5
0.023017230040773377,0.02779604542066728,0.026809592704634136,0.02321452058398001,0.03432855451795344,0.013525362795387786,0.014007628567670656,0.01676969617256346,0.013547283966855188,0.02124161515191372,0.029944320224472794,0.014994081283703801,0.03141303871278881,0.03171993511333246,0.008965759130167917,0.042044806874479375,0.024200973300013154,0.018676838090227542,0.018939892147836382,0.026173878732079443,0.02893594633697225,0.019400236748651847,0.047656626770134596,0.03224604322855013,0.025077820158709282,0.013985707396203252,0.01681353851549827,0.02466131790082862,0.01981673900653251,0.038975842869042925,0.017273883116313737,0.018786443947564558,0.02330220526984962,0.03726599149458547,0.030667718882897103,0.028453680564689377,0.02505589898724188,0.02288570301196896,0.040839142443772194,0.0265684598184927,0.16329080626068657,park_ss_ff_50MPa_000379.edf.h5
0.023785587474064725,0.02834163975102137,0.027443263245705975,0.02275887146798999,0.03527197279202584,0.01514406108960236,0.013924835832388611,0.017454172103270518,0.01460931316977177,0.01991401253449124,0.0318923659386965,0.01514406108960236,0.032705182776838995,0.03336827019742893,0.008641526384462365,0.04025582340484696,0.025710679985454857,0.019828452867318345,0.016684135098714466,0.025924579153387094,0.027935231331950118,0.018994246112382623,0.047293106029817546,0.03069453059827597,0.02521871189921071,0.01193557357061881,0.014181514833907297,0.02562512031828196,0.01873756711086394,0.0387585292293213,0.01728305276892473,0.018652007443691044,0.02333639922140703,0.03597784004620222,0.030074223011272487,0.028512759085367156,0.025304271566383606,0.021753545378708477,0.04348570084062373,0.027443263245705975,0.16491625847575453,park_ss_ff_50MPa_000380.edf.h5
0.023643190848360477,0.025084050124437846,0.026306597388988343,0.02506221892328516,0.03519189625813212,0.014626904772300572,0.013491682312360826,0.017705104134829498,0.015456490416102694,0.02224599397458848,0.02833689909618827,0.015456490416102694,0.03292145133825263,0.030345369602235515,0.009103610880670654,0.039296162074837354,0.023774178055276603,0.018883988997074618,0.01988822425009824,0.024079814871414223,0.030017901584945203,0.021460070733091734,0.04837794175435532,0.03233200890713007,0.024254464480635726,0.013971968737719949,0.017901584945203684,0.025935466969392657,0.01794524734750906,0.03641444352268262,0.01862201458324237,0.0206523162904423,0.0270706894293324,0.03706937955726324,0.028577042308867835,0.02538968694057547,0.023337554032222853,0.022595293193031482,0.04145745098895341,0.025717154957865782,0.16825306728376196,park_ss_ff_50MPa_000381.edf.h5
0.023651803748669722,0.026301500771018397,0.026149468974654127,0.02727884803336012,0.03672653823599679,0.015224898464478857,0.014377864170449362,0.017679126034359186,0.016636622287861346,0.02354320960840953,0.03047151575700975,0.015007710183958474,0.032230740829224856,0.028234476467649806,0.008513780596399019,0.03713919596898552,0.0267575961601112,0.017570531894098993,0.016028495102404273,0.02597571835023782,0.030015420367916948,0.020936950242164933,0.04795517233890059,0.035836066285863215,0.02408618030971049,0.01429098885824121,0.016006776274352236,0.02458571335490737,0.017852876658775493,0.0363355993310601,0.018178659079556066,0.01967725821514671,0.024411962730491062,0.03448949894663684,0.02947244966661599,0.025563060617249094,0.024933214603739984,0.02250070586191169,0.041005147362248334,0.02636665725517451,0.16727841365679907,park_ss_ff_100MPa_000393.edf.h5
0.023218287763334827,0.027162707306140742,0.02669206633796504,0.024002689376961005,0.03458090542357687,0.013536530703720304,0.01288659793814433,0.016472433886149707,0.015508740475123264,0.020842671447781264,0.03083818915284626,0.015105333930972659,0.03216046615867324,0.03204840878529807,0.008471537427162707,0.04170775437023756,0.025885253249663828,0.01835499775885253,0.01822052891080233,0.02584043030031376,0.03034513670999552,0.01938592559390408,0.04748991483639624,0.03307933662034962,0.024562976243836843,0.013379650380995069,0.016472433886149707,0.02622142536978933,0.018511878081577768,0.03848050201703272,0.016405199462124608,0.018870461676378306,0.023845809054235768,0.03411026445540116,0.031129538323621694,0.029515912147019274,0.02496638278798745,0.022232182877633348,0.041528462572837294,0.025930076199013895,0.16745853877185118,park_ss_ff_100MPa_000394.edf.h5
0.023576541669403032,0.027429346993279483,0.02609399969352685,0.022744685974475164,0.03323044591843436,0.014754493115299578,0.014732602175959371,0.018410279985114162,0.015082857205402684,0.01954860883080493,0.03198266237604255,0.013878855541691293,0.032814518070970425,0.03226724458746525,0.009632013309691118,0.041001729384207874,0.025043234605196907,0.01849784374247499,0.016440095444495522,0.025087016483877324,0.029049276504454807,0.019220244740701824,0.04975810512029071,0.03189509861868173,0.024561633939712352,0.012302707909196384,0.014075873995753158,0.02629101814758871,0.01961428164882555,0.03894398108622841,0.01692169610998008,0.01970184540618638,0.022131739672949367,0.03763052472581598,0.02985924126004247,0.02948709529125895,0.02631290908692892,0.02171581182548543,0.04284056828878527,0.025437271513320637,0.1658019745627285,park_ss_ff_100MPa_000395.edf.h5
