c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,uq,dataset
0.03640881316396643,0.05823888846631678,0.018415692637948667,0.02257380221934873,0.04039789390059414,0.014933698435638042,0.03769343238423637,0.07111043499573202,0.048849336139212156,0.06178849420653634,0.04147967850713724,0.022100521453986124,0.019590443109116572,0.01429984026774169,0.037600466519611575,0.027779890638337433,0.040744403032377474,0.014866086897729098,0.0198862435874682,0.03974713284822055,0.051249545734979675,0.050691750547230886,0.01783254312348402,0.015432333527716505,0.04986350920784632,0.040364088131639664,0.014798475359820153,0.02067222771565968,0.024585245472139822,0.026005087768227648,0.3111736517836769,/home/beams/WZHENG/EventDetection/hurley_feb23_patch_dir/nugget_alright_5N_ff_000025.edf.h5
0.03598314895365962,0.058074459704764186,0.01831010035277597,0.021255608452923246,0.043600369901017226,0.016926396547590507,0.036907901496729116,0.07276775011131281,0.04675822858512861,0.06301332328663904,0.0427235674898106,0.02074185704010686,0.020159605438914957,0.01493304106586293,0.037709353700722675,0.025783470904544987,0.03871630646984279,0.017152447169229715,0.01723464739528034,0.03979860944617598,0.05277939514333664,0.051991642977018186,0.01792649929787307,0.011069630441483715,0.04828578278590266,0.04109326300647327,0.015111141555639277,0.020063705175189232,0.027749426310922354,0.02537931979312943,0.3158475185806761,nugget_alright_5N_ff_000026.edf.h5
0.03823668959907819,0.05641034330836751,0.01990205713898397,0.021223777408750467,0.04784457925238079,0.015657301657233877,0.041973091130918086,0.06546751618260074,0.053156878028942284,0.06582336394753788,0.03728776222591249,0.019944419968143154,0.019969837665638663,0.015191310536482868,0.035627139322872536,0.02605313993289728,0.037025112685125566,0.01951231911071949,0.01458128579659064,0.03833836038906022,0.04971701630121666,0.06078218727759515,0.018504083776730944,0.009692615311620972,0.0433456467956756,0.04171044159013115,0.016707899820381605,0.01747043074524689,0.027544311519300504,0.02529908157386383,0.32640559867150165,nugget_alright_5N_ff_000027.edf.h5
0.034605012798926804,0.05708184468810316,0.018589243426005778,0.02112165140377534,0.043160445156256416,0.01766525673141418,0.036637783527028324,0.07246793423952473,0.04755451521498091,0.0645558703954663,0.04166153340725227,0.019663805730086376,0.020382462048102064,0.015303957400791206,0.0368294252118325,0.02631650993114588,0.039293389730743436,0.01638536405075767,0.017713167152615224,0.04012155558293294,0.05208547219142266,0.053557006556883356,0.01772001149850109,0.01145059066704995,0.04927929037821856,0.04114820746581249,0.014906985339411113,0.020170287325640288,0.02720627489630816,0.025365145853010827,0.3181662628502594,nugget_alright_20N_ff_000031.edf.h5
0.039456800684345594,0.059411396986247283,0.020842929525564255,0.020546818451010068,0.04696650654734487,0.01514279134039613,0.04510758702375469,0.06338422056984931,0.054303480950187534,0.06960255313548727,0.03611732578798447,0.020513917220504045,0.019140290846877673,0.01457524511416727,0.032350134895045075,0.026246956636178192,0.03498223333552675,0.024083700730407318,0.013859643350661316,0.03692340593538199,0.04944232414292295,0.06278377311311444,0.016861880634335726,0.00993617161281832,0.03824768046324933,0.038642495229321575,0.01952688030532342,0.01907448838586563,0.026781601631901034,0.025144765414226493,0.328601039678884,nugget_alright_20N_ff_000032.edf.h5
0.04009560275297559,0.0649075546958058,0.02198223835141206,0.020055794917706492,0.03944013237304258,0.015875172860328853,0.040695118344377744,0.06577885068864357,0.057225761584639614,0.06786516494672305,0.03477989784254323,0.023269198487622003,0.018672912286872206,0.014260477534152405,0.030751153068320797,0.02695422098944053,0.03512362011494712,0.02252579915428334,0.01816132564887571,0.03644255441603184,0.05131054108280509,0.053612680953789335,0.015579411835237129,0.013628987777875476,0.040319421907099064,0.038361004308518715,0.019680098480427816,0.020919097369325585,0.026762376000191844,0.024963829225985404,0.31430604071909896,nugget_alright_40N_fail_ff_000035.edf.h5
0.036591270077208596,0.05787672105526913,0.01794738943201991,0.0229757162392872,0.03893555757519132,0.01594285374533903,0.03790780834600325,0.071764076342232,0.049782134151002695,0.060951474947550814,0.04260487713725124,0.02271240858552827,0.019246940110249463,0.014057231192613796,0.037066922613031184,0.02676394893530276,0.04020962686757324,0.014864141744455675,0.019527235354573486,0.03968301156005538,0.05102222826225442,0.04869492835483679,0.01726788580941622,0.014575352704849108,0.05255960520839527,0.039954813009096854,0.015093474217084419,0.02103913091486669,0.026458172305131103,0.025923063202330697,0.3127925050750427,nugget_alright_20N_ff_000030.edf.h5
0.03744560759616855,0.06288665526685296,0.01807287539447526,0.021722206002975072,0.04214455519873212,0.01646021882081439,0.0377862117862952,0.07170065757462012,0.0477679998887823,0.06244873559383298,0.04195687533886641,0.020623931267464653,0.01947699879050757,0.015348041873462068,0.03743170538432665,0.026497615770669114,0.037772309574453294,0.016446316608972486,0.016098761312924887,0.03980898360929224,0.0522306098900335,0.05238353422029445,0.01837872405499715,0.010669947588661357,0.04866469255258512,0.04096286719217027,0.014854513353074474,0.01858725723262571,0.027971250225910942,0.025399341035158694,0.3169217722539656,nugget_alright_40N_fail_ff_000036.edf.h5
0.041398783996113644,0.06067115520369204,0.02385705502379633,0.019325504960415355,0.043319189634363875,0.016228566223632376,0.04534586277828803,0.05468981274147393,0.06129357916549646,0.07740069681121578,0.03230532172487343,0.021572303651806925,0.014922994011067002,0.013989358068360368,0.024084771107383315,0.024358030407687695,0.0317739841965038,0.032973288903395244,0.01373127984029512,0.040533462878483105,0.051099489156919156,0.06752540931966025,0.014892631866588736,0.009662752480207678,0.02658205749072057,0.034119459857449734,0.03110601701798198,0.020061786964013267,0.02810775525075336,0.023067639267361453,0.3433503108324541,nugget_alright_40N_fail_ff_000037.edf.h5
0.035903886394093996,0.0578397949827193,0.016363764606305693,0.021190604942045,0.04254108574518609,0.015221122422589519,0.038574753720640446,0.07745280135424258,0.044050501963181526,0.06352009028283921,0.04332635835704041,0.0220440599064256,0.020163167422942187,0.016051066230926576,0.03663978557825688,0.02839912538499518,0.03981379164413514,0.013422518985258505,0.019744668845367127,0.037850610114499326,0.05496908282980274,0.04386476383043754,0.016866903345637504,0.01140291068111819,0.05754120330096631,0.03966332024545647,0.0136129593492112,0.018924129499447488,0.028229845061481674,0.02481132297275057,0.32416476618155315,nugget1_unload_ff_000053.edf.h5
